CountryID,Country Name,WEBNAME,Region,World Rank,Region Rank,2022 Score,Property Rights,Judical Effectiveness,Government Integrity,Tax Burden,Gov't Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom ,Financial Freedom,Tariff Rate (%),,Income Tax Rate (%),Corporate Tax Rate (%),Tax Burden % of GDP,,Gov't Expenditure % of GDP ,Country,,Population (Millions),"GDP (Billions, PPP)",GDP Growth Rate (%),5 Year GDP Growth Rate (%),GDP per Capita (PPP),Unemployment (%),Inflation (%),FDI Inflow (Millions),Public Debt (% of GDP)
58,France,France,Europe,52,31,65.9,93.8,85.5,75.9,52.1,0.5,39.1,81.9,58.8,79.1,79.2,75,70,2.9,France,45.0,26.5,45.4,France,57.6,France,France,67.4,"$2,999.7 ",-8.2,-0.3,"$46,062",8.6,0.5,"17,932.0",113.5
59,Gabon,Gabon,Sub-Saharan Africa,115,19,55.8,26.8,18.6,24.4,77.4,90.2,89.5,49.9,54.0,81.5,56.8,60,40,14.1,Gabon,35.0,30.0,11.5,Gabon,18.1,Gabon,Gabon,2.2,$33.7 ,-1.8,1.1,"$15,970",20.5,1.3,"1,717.0",72.5
60,Gambia,Gambia,Sub-Saharan Africa,102,14,58.0,47.6,37.2,38.1,79.3,84.1,68.9,50.5,47.3,64.1,63.8,65,50,13.1,"Gambia, The",35.0,27.0,10.8,Gambia,23.0,Gambia,Gambia,2.4,$5.5 ,0.0,4.0,"$2,275",9.6,5.9,46.0,75.8
61,Georgia,Georgia,Europe,26,18,71.8,63.8,56.4,64.4,89.1,72.7,67.1,74.1,61.9,76.0,86.6,80,70,1.7,Georgia,20.0,15.0,22.2,Georgia,30.2,Georgia,Georgia,3.7,$55.3 ,-6.1,2.3,"$14,918",12.1,5.2,617.0,60.6
62,Germany,Germany,Europe,16,11,76.1,95.7,95.3,89.4,59.9,34.5,90.4,87.2,52.3,79.5,79.2,80,70,2.9,Germany,47.5,15.8,38.8,Germany,46.7,Germany,Germany,83.2,"$4,496.8 ",-4.9,0.4,"$54,076",4.3,0.4,"35,651.0",68.9
63,Ghana,Ghana,Sub-Saharan Africa,89,9,59.8,60.7,57.0,45.4,82.8,83.8,7.8,60.9,55.4,70.8,63.0,70,60,11.0,Ghana,30.0,25.0,14.1,Ghana,23.2,Ghana,Ghana,31.1,$175.2 ,0.9,5.0,"$5,693",4.5,9.9,"1,877.0",78.0
64,Greece,Greece,Europe,77,38,61.5,76.0,69.9,52.3,59.9,17.9,67.6,70.3,61.1,78.6,79.2,55,50,2.9,Greece,44.0,24.0,38.7,Greece,52.3,Greece,Greece,10.7,$307.9 ,-8.2,-0.8,"$28,748",16.9,-1.3,"3,572.0",213.1
65,Guatemala,Guatemala,Americas,69,15,63.2,39.8,36.9,26.5,91.5,94.0,83.3,62.1,50.3,79.3,75.0,70,50,5.0,Guatemala ,7.0,25.0,13.1,Guatemala,14.1,Guatemala,Guatemala,16.9,$149.0 ,-1.5,2.3,"$8,293",4.7,2.4,915.0,31.7
66,Guinea,Guinea,Sub-Saharan Africa,129,25,54.2,21.4,27.8,25.6,69.3,92.8,92.0,45.4,49.5,69.7,66.4,50,40,9.3,Guinea,40.0,35.0,15.6,Guinea,15.5,Guinea,Guinea,13.1,$36.4 ,5.2,7.6,"$2,604",4.4,10.6,325.0,41.4
67,Guinea-Bissau,GuineaBissau,Sub-Saharan Africa,166,42,46.0,29.1,14.0,15.9,88.8,85.8,31.3,31.5,56.4,83.4,55.8,30,30,12.1,Guinea-Bissau,20.0,25.0,9.5,Guinea-Bissau,21.8,Guinea-Bissau,Guinea-Bissau,2.0,$4.3 ,-2.4,3.1,"$2,348",3.2,1.5,20.0,78.1
68,Guyana,Guyana,Americas,91,19,59.5,46.9,47.4,41.5,67.5,74.8,67.4,63.1,67.3,83.3,69.4,55,30,5.3,Guyana,33.3,40.0,23.2,Guyana,29.0,Guyana,Guyana,0.8,$15.5 ,43.4,12.1,"$19,684",15.8,0.7,"1,834.0",43.9
69,Haiti,Haiti,Americas,145,28,50.0,24.1,18.6,14.3,81.5,97.0,94.8,33.5,54.7,56.2,65.4,30,30,7.3,Haiti,30.0,30.0,7.4,Haiti,10.1,Haiti,Haiti,11.4,$33.2 ,-3.7,0.1,"$2,916",14.5,22.9,30.0,25.1
70,Honduras,Honduras,Americas,92,20,59.5,40.3,29.0,25.4,82.7,78.7,92.1,56.9,39.1,72.7,71.6,65,60,6.7,Honduras ,25.0,25.0,21.9,Honduras,26.6,Honduras,Honduras,9.9,$54.2 ,-8.0,1.4,"$5,450",9.4,3.5,419.0,48.9
72,Hungary,Hungary,Europe,48,29,66.9,75.8,62.2,44.4,84.1,31.6,58.4,77.2,61.2,78.5,79.2,80,70,2.9,Hungary ,15.0,9.0,35.8,Hungary,47.7,Hungary,Hungary,9.7,$322.7 ,-5.0,2.3,"$33,030",4.4,3.3,"4,169.0",81.2
73,Iceland,Iceland,Europe,13,9,77.0,97.1,94.8,85.3,72.9,36.8,76.1,83.3,67.4,79.3,81.0,80,70,2.0,Iceland,31.8,20.0,36.1,Iceland,45.9,Iceland,Iceland,0.4,$20.4 ,-6.6,2.2,"$55,966",5.0,2.9,-811.0,79.9
74,India,India,Asia-Pacific,131,27,53.9,49.9,51.5,42.4,79.5,76.2,4.0,63.9,58.2,70.0,71.0,40,40,7.0,India,30.9,32.4,6.8,India,28.2,India,India,1380.0,"$8,907.1 ",-8.0,3.5,"$6,461",7.1,6.2,"64,062.0",89.6
75,Indonesia,Indonesia,Asia-Pacific,63,10,64.4,38.6,43.2,39.9,85.3,91.2,80.1,66.6,59.3,80.3,78.6,50,60,5.7,Indonesia,30.0,22.0,9.5,Indonesia,17.1,Indonesia,Indonesia,273.5,"$3,302.4 ",-2.1,3.6,"$12,222",4.1,2.0,"18,581.0",36.6
76,Iran,Iran,Middle East and North Africa,170,14,42.4,26.6,29.4,19.8,80.8,92.5,54.7,38.9,49.4,42.3,59.2,5,10,12.9,Iran,35.0,25.0,8.4,Iran,15.8,Iran,Iran,84.0,"$1,100.1 ",1.5,1.2,"$13,073",11.0,36.5,"1,342.0",42.8
77,Iraq,Iraq,Middle East and North Africa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Iraq,15.0,35.0,1.4,Iraq,40.3,Iraq,Iraq,40.2,$401.4 ,-10.9,1.2,"$10,003",13.7,0.6,"-2,896.0",81.2
78,Ireland,Ireland,Europe,3,2,82.0,92.6,93.0,80.7,76.5,79.9,89.0,87.2,60.9,85.2,79.2,90,70,2.9,Ireland,41.0,12.5,22.7,Ireland,25.9,Ireland,Ireland,5.0,$471.4 ,2.5,5.8,"$94,392",5.9,-0.5,"33,424.0",59.8
79,Israel,Israel,Middle East and North Africa,43,2,68.0,83.2,85.0,65.2,60.4,48.4,23.1,81.1,56.5,84.8,78.8,80,70,3.1,Israel,50.0,23.0,30.5,Israel,41.5,Israel,Israel,9.2,$373.7 ,-2.4,2.4,"$40,547",4.6,-0.6,"24,758.0",73.0
80,Italy,Italy,Europe,57,33,65.4,81.7,78.6,57.3,57.7,20.6,49.0,73.8,70.4,86.2,79.2,80,50,2.9,Italy,43.0,24.0,42.5,Italy,51.4,Italy,Italy,59.6,"$2,461.7 ",-8.9,-0.9,"$40,861",9.3,-0.1,-388.0,155.6
81,Jamaica,Jamaica,Americas,46,7,67.4,65.0,70.6,49.0,76.6,71.6,79.4,56.5,64.7,76.2,69.2,80,50,10.4,Jamaica ,30.0,25.0,28.6,Jamaica,30.8,Jamaica,Jamaica,3.0,$27.3 ,-10.2,-1.0,"$9,975",8.4,5.2,366.0,105.6
82,Japan,Japan,Asia-Pacific,35,6,69.9,94.6,95.3,81.4,67.4,52.5,19.7,78.3,66.6,87.1,75.4,60,60,2.3,Japan,40.8,23.9,32.0,Japan,39.8,Japan,Japan,125.8,"$5,313.0 ",-4.8,-0.3,"$42,248",3.0,0.0,"10,254.0",256.2
83,Jordan,Jordan,Middle East and North Africa,87,5,60.1,53.7,42.6,49.5,84.8,71.6,15.9,59.6,57.2,84.2,71.8,70,60,9.1,Jordan,30.0,20.0,14.8,Jordan,30.8,Jordan,Jordan,10.2,$105.2 ,-2.0,1.2,"$10,306",18.5,0.4,726.0,88.5
84,Kazakhstan,Kazakhstan,Asia-Pacific,64,11,64.4,55.3,34.5,37.9,92.7,86.5,93.5,64.7,62.7,69.1,75.4,50,50,4.8,Kazakhstan,10.0,20.0,15.1,Kazakhstan,21.2,Kazakhstan,Kazakhstan,18.8,$501.3 ,-2.6,2.2,"$26,565",6.1,6.8,"3,877.0",27.4
85,Kenya,Kenya,Sub-Saharan Africa,138,28,52.6,40.6,39.0,30.9,79.0,82.2,10.6,56.1,56.8,75.5,56.0,55,50,12.0,Kenya,30.0,30.0,17.4,Kenya,24.4,Kenya,Kenya,53.8,$239.8 ,-0.1,4.4,"$4,926",3.0,5.3,717.0,68.7
86,Kiribati,Kiribati,Asia-Pacific,96,20,59.2,70.6,81.8,45.4,69.3,0.0,99.4,63.2,65.1,80.7,80.0,25,30,0.0,Kiribati,35.0,35.0,24.9,Kiribati,119.1,Kiribati,Kiribati,0.1,$0.3 ,-0.5,2.7,"$2,200",N/A,2.5,0.0,17.3
87,"Korea, North ",NorthKorea,Asia-Pacific,177,39,3.0,16.3,6.5,3.8,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0,0,N/A,NorthKorea,N/A,N/A,N/A,NORTHKOREA,N/A,"Korea, North ","Korea, North ",25.8,n/a,-8.0,-1.88,N/A,2.8,n/a,6.0,n/a
88,"Korea, South",SouthKorea,Asia-Pacific,19,5,74.6,90.5,77.1,69.2,60.4,84.5,95.3,84.8,55.6,85.2,73.0,60,60,8.5,SouthKorea,49.5,27.5,27.4,SOUTHKOREA,22.7,"Korea, South","Korea, South",51.8,"$2,310.4 ",-1.0,2.0,"$44,621",4.1,0.5,"9,224.0",48.7
185,Kosovo,Kosovo,Europe,86,40,60.1,47.4,31.0,37.5,92.5,71.6,67.4,68.0,53.1,79.1,78.6,65,30,3.2,Kosovo,10.0,10.0,23.4,Kosovo,30.7,Kosovo,Kosovo,1.8,$20.4 ,-6.0,2.2,"$11,274",N/A,0.2,304.2259986,24.4
89,Kuwait,Kuwait,Middle East and North Africa,101,7,58.3,41.9,42.0,43.8,97.7,4.0,99.7,55.4,52.7,71.7,75.6,55,60,4.7,Kuwait,0.0,15.0,1.4,Kuwait,56.6,Kuwait,Kuwait,4.3,$203.3 ,-8.1,-1.6,"$41,627",6.8,2.1,-319.0,11.5
90,Kyrgyz Republic,KyrgyzRepublic,Asia-Pacific,116,24,55.8,25.1,11.8,28.8,94.8,66.7,79.0,56.1,52.2,71.4,73.2,60,50,5.9,Kyrgyz Republic ,10.0,10.0,17.9,Kyrgyz Republic,33.3,Kyrgyz Republic,Kyrgyz Republic,6.6,$32.8 ,-8.0,1.8,"$5,036",7.9,6.3,-331.0,74.3
91,Laos,Laos,Asia-Pacific,151,33,49.2,41.1,11.1,20.4,87.2,88.4,44.0,60.5,44.3,71.8,66.8,35,20,9.1,Laos,24.0,24.0,11.4,Laos,19.7,Lao P.D.R.,Lao P.D.R.,7.3,$58.9 ,-0.4,4.9,"$8,111",1.0,5.1,968.0,68.0
92,Latvia,Latvia,Europe,18,13,74.8,88.5,75.1,61.1,76.4,53.2,91.4,81.9,62.4,83.8,79.2,85,60,2.9,Latvia,31.4,20.0,31.2,Latvia,39.5,Latvia,Latvia,1.9,$60.1 ,-3.6,1.6,"$31,509",8.2,0.1,873.0,45.5
93,Lebanon,Lebanon,Middle East and North Africa,162,12,47.3,33.7,27.4,22.8,88.5,77.4,0.0,48.8,54.2,41.1,74.2,50,50,5.4,Lebanon,25.0,17.0,15.3,Lebanon,27.4,Lebanon,Lebanon,6.8,$78.9 ,-25.0,-6.2,"$11,564",6.6,88.2,"3,067.0",154.4
94,Lesotho,Lesotho,Sub-Saharan Africa,157,38,48.1,45.0,44.1,42.8,77.4,4.5,27.5,44.2,58.3,75.9,62.2,55,40,11.4,Lesotho,35.0,25.0,20.2,Lesotho,56.4,Lesotho,Lesotho,2.1,$5.6 ,-4.5,-1.1,"$2,718",24.7,4.9,102.0,50.3
95,Liberia,Liberia,Sub-Saharan Africa,159,39,47.9,32.2,23.4,25.1,86.1,68.0,64.6,34.8,43.2,61.7,60.8,55,20,12.1,Liberia,25.0,25.0,12.0,Liberia,32.7,Liberia,Liberia,5.1,$7.3 ,-3.0,-0.7,"$1,557",3.3,17.0,87.0,61.8
96,Libya,Libya,Middle East and North Africa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Libya,10.0,20.0,N/A,Libya,N/A,Libya,Libya,6.9,$39.2 ,-59.7,5.6,"$5,893",19.4,22.3,18420,11.3
97,Liechtenstein,Liechtenstein,Europe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Liechtenstein,7.0,12.5,N/A,Liechtenstein,N/A,Liechtenstein,Liechtenstein,0.038,n/a,n/a,n/a,n/a,1.9,n/a,n/a,n/a
98,Lithuania,Lithuania,Europe,17,12,75.8,88.6,74.6,66.6,84.544844,59.9,86.5,87.3,59.5,82.3,79.2,70,70,2.9,Lithuania,20.0,15.0,30.3,Lithuania,36.6,Lithuania,Lithuania,2.8,$108.6 ,-0.8,2.9,"$38,824",8.4,1.1,479.0,47.0
99,Luxembourg,Luxembourg,Europe,5,3,80.6,97.4,96.4,89.5,64.1,41.5,98.7,89.3,56.3,80.1,79.2,95,80,2.9,Luxembourg,42.0,17.0,39.2,Luxembourg,44.1,Luxembourg,Luxembourg,0.6,$73.9 ,-1.3,2.1,"$1,18,002",6.7,0.0,"62,145.0",25.5
101,North Macedonia,Macedonia,Europe,53,32,65.7,57.4,50.2,38.7,95.0,67.7,69.8,74.4,54.1,78.3,77.8,65,60,6.1,Macedonia,10.0,10.0,17.2,Macedonia,32.8,Macedonia,Macedonia,2.1,$34.7 ,-4.5,1.1,"$16,712",18.4,1.2,274.0,51.3
102,Madagascar,Madagascar,Sub-Saharan Africa,98,12,58.9,40.3,33.4,23.0,90.7,92.9,87.8,37.4,56.0,75.9,64.8,55,50,10.1,Madagascar,20.0,20.0,11.4,Madagascar,15.4,Madagascar,Madagascar,27.7,$44.1 ,-4.2,2.3,"$1,599",1.9,4.2,359.0,43.6
103,Malawi,Malawi,Sub-Saharan Africa,134,26,53.0,48.1,53.0,29.4,78.7,87.4,11.0,34.0,56.4,71.1,67.4,50,50,8.8,Malawi,30.0,30.0,18.3,Malawi,20.5,Malawi,Malawi,19.1,$20.7 ,0.6,2.9,$993,6.0,8.6,98.0,67.3
104,Malaysia,Malaysia,Asia-Pacific,42,8,68.1,65.6,57.6,53.9,83.8,82.9,73.4,67.1,57.0,83.6,82.2,60,50,3.9,Malaysia ,30.0,24.0,12.0,Malaysia,23.9,Malaysia,Malaysia,32.4,$902.6 ,-5.6,2.7,"$27,402",4.6,-1.1,"3,483.0",67.5
105,Maldives,Maldives,Asia-Pacific,161,36,47.3,47.2,32.1,43.1,96.9,55.2,0.0,39.8,51.6,77.2,60.0,35,30,12.5,Maldives,0.0,0.0,17.5,Maldives,38.6,Maldives,Maldives,0.5,$7.4 ,-32.2,-0.7,"$19,609",7.2,-1.6,348.0,142.6
106,Mali,Mali,Sub-Saharan Africa,114,18,55.9,34.0,34.1,28.3,69.8,83.9,70.8,44.2,54.2,82.8,64.0,65,40,10.5,Mali,40.0,35.0,14.1,Mali,23.2,Mali,Mali,20.3,$47.2 ,-2.0,3.7,"$2,401",7.5,0.6,308.0,44.2
107,Malta,Malta,Europe,27,19,71.5,87.8,89.9,55.8,69.0,54.6,86.2,75.5,61.8,78.5,79.2,70,50,2.9,Malta,35.0,35.0,25.5,Malta,38.9,Malta,Malta,0.5,$22.1 ,-7.0,3.2,"$42,856",4.1,0.8,"3,917.0",55.4
108,Mauritania,Mauritania,Sub-Saharan Africa,119,20,55.3,36.9,29.9,23.5,75.2,89.4,92.9,35.7,48.9,80.3,60.6,50,40,9.7,Mauritania,40.0,25.0,16.0,Mauritania,18.8,Mauritania,Mauritania,4.6,$24.2 ,-2.2,2.1,"$5,834",10.7,2.3,978.0,59.5
109,Mauritius,Mauritius,Sub-Saharan Africa,30,1,70.9,85.6,81.7,56.5,91.3,73.4,6.8,72.0,69.8,75.9,87.4,80,70,1.3,Mauritius,15.0,15.0,20.4,Mauritius,29.8,Mauritius,Mauritius,1.3,$25.7 ,-15.8,-0.3,"$20,292",7.1,2.5,246.0,87.8
110,Mexico,Mexico,Americas,67,14,63.7,47.7,40.7,32.0,76.0,78.3,78.0,69.2,58.4,73.0,76.6,75,60,4.2,Mexico,35.0,30.0,16.5,Mexico,26.9,Mexico,Mexico,128.9,"$2,444.7 ",-8.2,-0.3,"$19,130",4.7,3.4,"29,079.0",60.6
111,Micronesia,Micronesia,Asia-Pacific,82,16,61.0,54.3,82.2,56.8,80.7,0.0,99.5,52.4,81.5,84.3,74.8,35,30,5.1,Micronesia,10.0,21.0,37.3,Micronesia,61.5,Micronesia,Micronesia,0.1,$0.4 ,-1.6,0.7,"$3,446",16.2,0.5,NA,16.0
112,Moldova,Moldova,Europe,78,39,61.3,55.9,30.7,34.7,94.1,68.1,87.2,64.2,46.4,72.4,76.6,55,50,4.2,Moldova,12.0,12.0,17.3,Moldova,32.6,Moldova,Moldova,2.6,$33.7 ,-7.5,1.8,"$12,811",4.7,3.8,55.0,35.3
113,Mongolia,Mongolia,Asia-Pacific,66,12,63.9,48.8,57.1,37.0,89.2,68.2,81.9,66.5,67.5,76.0,74.4,50,50,5.3,Mongolia,10.0,25.0,18.7,Mongolia,32.6,Mongolia,Mongolia,3.3,$39.7 ,-5.3,2.7,"$11,825",4.3,3.7,"1,719.0",76.6
114,Montenegro,Montenegro,Europe,103,41,57.8,61.3,43.0,46.4,83.9,29.5,11.9,67.1,61.7,85.6,78.8,75,50,5.6,Montenegro,9.0,9.0,38.1,Montenegro,48.5,Montenegro,Montenegro,0.6,$12.0 ,-15.2,0.3,"$19,252",15.9,-0.2,529.0,108.8
115,Morocco,Morocco,Middle East and North Africa,97,6,59.2,57.8,32.7,41.0,68.2,69.8,46.0,64.8,46.4,80.0,68.6,65,70,10.7,Morocco,38.0,31.0,27.8,Morocco,31.8,Morocco,Morocco,36.9,$274.0 ,-7.0,0.8,"$7,620",10.2,0.6,"1,763.0",76.1
116,Mozambique,Mozambique,Sub-Saharan Africa,142,32,51.3,31.9,44.1,26.3,72.2,70.3,52.7,36.7,47.4,78.8,70.6,35,50,7.2,Mozambique ,32.0,32.0,27.1,Mozambique,31.5,Mozambique,Mozambique,31.3,$40.8 ,-0.5,2.6,"$1,277",3.4,3.1,"2,337.0",122.2
117,Namibia,Namibia,Sub-Saharan Africa,95,11,59.2,63.8,67.6,53.9,72.3,56.5,22.4,55.4,63.4,79.0,71.2,65,40,6.9,Namibia,37.0,32.0,19.4,Namibia,38.1,Namibia,Namibia,2.5,$23.8 ,-7.2,-1.8,"$9,397",20.4,2.6,-75.0,65.7
118,Nepal,Nepal,Asia-Pacific,148,31,49.7,37.4,34.1,33.8,82.6,77.2,51.5,60.2,51.5,70.0,57.6,10,30,13.7,Nepal,25.0,25.0,22.1,Nepal,27.6,Nepal,Nepal,29.1,$117.1 ,-1.9,4.4,"$4,061",4.4,6.2,126.0,41.3
119,Netherlands,Netherlands,Europe,8,5,79.5,96.2,96.9,92.3,51.2,45.4,93.6,88.1,58.9,82.1,79.2,90,80,2.9,Netherlands,52.0,25.0,39.3,Netherlands,42.7,Netherlands,Netherlands,17.4,"$1,001.5 ",-3.8,1.1,"$57,534",4.1,1.1,"-1,15,300.0",54.0
120,New Zealand,NewZealand,Asia-Pacific,4,2,80.6,88.2,95.9,97.5,70.8,53.5,88.3,81.3,70.5,81.8,90.0,70,80,2.5,New Zealand,33.0,28.0,32.3,New Zealand,39.4,New Zealand,New Zealand,5.1,$213.9 ,-3.0,2.1,"$42,018",4.6,1.7,"4,216.0",41.3
121,Nicaragua,Nicaragua,Americas,122,23,54.8,30.1,19.5,19.0,75.3,76.2,87.3,53.8,46.9,72.0,67.8,60,50,6.1,Nicaragua ,30.0,30.0,25.9,Nicaragua,28.2,Nicaragua,Nicaragua,6.6,$36.2 ,-3.0,-0.3,"$5,575",5.8,3.7,182.0,46.0
122,Niger,Niger,Sub-Saharan Africa,121,22,54.9,37.4,35.9,32.5,77.5,85.7,69.0,35.2,53.6,74.6,62.6,55,40,11.2,Niger,35.0,30.0,11.1,Niger,21.9,Niger,Niger,24.2,$30.5 ,1.2,5.0,"$1,259",0.7,2.8,367.0,44.2
